date,timestamp,container name,processor/gpu name,core/gpu count,max usage (%),max gpu temperature (C),max pwr:usage/cap (%),max vram usage (%),startup time (s),task time (s),shutdown time (s),total time (s),cpu usage (%),memory usage (MB)
2025-04-18,21:14:32,whisper-turbo-ubuntu_harvard_cpu_complex,NVIDIA L4,24,0,44,26.61,0.0,4.76837158203125e-07,0,0.04945683479309082,0.04945683479309082,4.2,2098.9
2025-04-18,21:15:05,whisper-turbo-ubuntu_harvard_gpu_fast-gpu0,NVIDIA L4,24,0,44,30.35,0.0,2.384185791015625e-06,0,0.05247616767883301,0.05247616767883301,8.7,3345.71
2025-04-18,21:15:06,whisper-turbo-ubuntu_jfk-audio-inaugural-address-20-january-1961_cpu_fast,NVIDIA L4,24,0,44,30.35,0.0,4.76837158203125e-07,0,0.054274797439575195,0.054274797439575195,8.5,3707.56
2025-04-18,21:15:06,whisper-turbo-ubuntu_jfk-audio-inaugural-address-20-january-1961_cpu_complex,NVIDIA L4,24,0,44,30.35,0.0,7.152557373046875e-07,0,0.056967973709106445,0.056967973709106445,8.1,3790.95
2025-04-18,21:15:08,whisper-turbo-ubuntu_harvard_gpu_complex-gpu1,NVIDIA L4,24,0,44,26.74,0.0,4.76837158203125e-07,0,0.8926615715026855,0.8926615715026855,3.3,4350.85
2025-04-18,21:15:38,whisper-turbo-ubuntu_jfk-audio-inaugural-address-20-january-1961_gpu_fast-gpu2,NVIDIA L4,24,0,45,29.1,0.0,2.6226043701171875e-06,0,0.056325435638427734,0.056325435638427734,20.7,11276.08
2025-04-18,21:15:39,whisper-turbo-ubuntu_jfk-audio-rice-university-12-september-1962_cpu_fast,NVIDIA L4,24,0,45,29.1,0.0,9.5367431640625e-07,0,0.05697798728942871,0.05697798728942871,18.3,11390.75
2025-04-18,21:15:41,whisper-turbo-ubuntu_jfk-audio-inaugural-address-20-january-1961_gpu_complex-gpu3,NVIDIA L4,24,0,45,26.18,0.0,2.86102294921875e-06,0,0.06077313423156738,0.06077313423156738,33.1,12124.64
2025-04-18,21:15:41,whisper-turbo-ubuntu_jfk-audio-rice-university-12-september-1962_cpu_complex,NVIDIA L4,24,0,45,29.37,0.0,1.1920928955078125e-06,0,0.06073427200317383,0.06073427200317383,28.1,12599.73
2025-04-18,21:16:39,whisper-turbo-ubuntu_jfk-audio-rice-university-12-september-1962_gpu_complex-gpu1,NVIDIA L4,24,0,43,25.96,0.0,3.5762786865234375e-06,0,0.05924057960510254,0.05924057960510254,36.6,19909.64
2025-04-18,21:16:39,whisper-turbo-ubuntu_jfk-audio-rice-university-12-september-1962_gpu_fast-gpu0,NVIDIA L4,24,0,43,25.96,0.0,9.5367431640625e-07,0,0.07269644737243652,0.07269644737243652,86.4,20205.83
